gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
BRA799414,Larry Braziel,Larry,Larry,Braziel,,,,BRA799414,,BrazLa20,,,,32004252-4179-9414-a93f-a0bfe9943c1d,1954-09-25,DB,DB,,,72.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e21qby7wsk6crtb9bujk",USC; Compton Community College,,0,1979,1985,CLE,ACT,,,7,,,1979.0,5.0,115.0,BAL
00-0021099,Howard Green,Howard,Howard,Green,,,,GRE226240,27323,GreeHo20,1173,6748,3767,32004752-4522-6240-35d8-1f15103ea08c,1979-01-12,DL,DE,,,74.0,340.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bn4xwskquhtuxoxfhrox",LSU; Southwest Mississippi JC,,95,2002,2011,GB,ACT,,,7,DI,,2002.0,6.0,190.0,HOU
00-0009462,Darren Krein,Darren,Darren,Krein,,,,KRE180062,,,,,,32004b52-4518-0062-a4cd-060b0fe60d91,1971-07-07,DL,DE,,,76.0,258.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fr5v16trjozkxwn0qtqu",Miami,,0,1994,1994,LAC,RES,,,0,,,,,,
00-0036566,Deonte Brown,Deonte,Deonte,Brown,D.Brown,Deonte,,BRO390022,53622,BrowDe06,41457,9657,4040962,32004252-4f39-0022-a3c9-a9993b5cf6ac,1998-01-15,OL,G,OL,G,76.0,335.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fdjeusuv8dat0styw3hw",Alabama,Southeastern Conference,,2021,2023,CAR,DEV,DEV,Practice Squad,2,G,A,2021.0,6.0,193.0,CAR
GRA649128,Earnest Gray,Earnest,Earnest,Gray,,,,GRA649128,,GrayEa00,,,,32004752-4164-9128-c738-5c0cbcaf3ea0,1957-03-02,WR,WR,,,75.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmfjk0q9b5zcdvwkl1b0",Memphis,,0,1979,1985,LA,ACT,,,7,,,1979.0,2.0,36.0,NYG
DIC332232,Charlie Dickey,Charlie,Charles,Dickey,,,,DIC332232,,DickCh20,,,,32004449-4333-2232-2a14-71cbb79633d1,1962-12-31,OL,G,,,75.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ygncxfeepisvb9ghwqxn",Arizona; Scottsdale CC,,0,1987,1987,PIT,ACT,,,1,,,,,,
OWE132892,Tom Owen,Tom,Willis,Owen,,,,OWE132892,,OwenTo00,,,,32004f57-4513-2892-5216-c5bcfc7e5d87,1952-09-01,QB,QB,,,73.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bhf4giw7dijqfcrgnevs",Wichita State University,,0,1974,1983,NYG,ACT,,,4,,,1974.0,13.0,322.0,SF
00-0029610,Mike Harris,Mike,Michael,Harris,,,,HAR492318,38706,HarrMi00,7653,952,15106,32004841-5249-2318-2cb3-1ebc64505f8e,1989-01-05,DB,DB,,,70.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wuvuf4hpzgx7rdldxx8v",Florida State; El Camino,,37,2012,2014,NYG,ACT,,,3,CB,,,,,
00-0004993,Leomont Evans,Leomont,Leomont,Evans,,,,EVA464858,,EvanLe20,,,1037,32004556-4146-4858-192a-cc00a230bab4,1974-07-12,DB,DB,,,73.0,213.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kb94jnzjkntgkzxyjmbu",Clemson,,35,1996,2002,HOU,RES,,,5,,,1996.0,5.0,138.0,WAS
00-0014143,Joe Rudolph,Joe,Joseph,Rudolph,,,,RUD528110,,RudoJo20,,,,32005255-4452-8110-af08-b2f045f0924a,1972-07-21,OL,G,,,73.0,285.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lq6auijkgksfsgi9ooo1",Wisconsin,,60,1995,1997,SF,ACT,,,2,,,,,,
00-0021916,Kenny King,Kenny,Kenneth,King,,,,KIN562512,28177,KingKe20,1450,,4599,32004b49-4e56-2512-287a-b486746f88aa,1981-04-23,DL,DT,,,76.0,284.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbyw1mklh9io58jrfuhy",Alabama,,71,2003,2007,BAL,RSN,,,4,,,2003.0,5.0,141.0,ARI
00-0038904,Malik Flowers,Malik,Malik,Flowers,M.Flowers,Malik,,FLO456231,56626,FlowMa01,63671,,4247386,3200464c-4f45-6231-b0e7-8b3d02a85f46,1999-06-23,WR,WR,,,74.0,200.0,,Montana,Big Sky Conference,,2023,2023,LV,CUT,CUT,Practice Squad,0,,,,,,
00-0038423,Jalen Harris,Jalen,Jalen,Harris,J.Harris,Jalen,,HAR420940,56174,HarrJa04,56321,11247,4259370,32004841-5242-0940-f92b-2dc2a9922344,1999-02-26,DL,DE,DL,EDGE,76.0,257.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bp06ity6j442g9rdxzmp",Arizona,Pacific Twelve Conference,56,2023,2023,WAS,ACT,CUT,Waivers/No Rec.,0,ED,A,,,,
00-0035380,Roderick Young,Roderick,Roderick,Young,R.Young,Roderick,,YOU525506,48510,YounRo01,50019,,3914505,3200594f-5552-5506-377f-4fb636fdc1d0,,DL,DT,,,73.0,298.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/alrfb7ha3bjvuefye74d",North Texas,,0,2019,2019,IND,DEV,DEV,,0,,,,,,
00-0031389,Lamarcus Joyner,Lamarcus,Lamarcus,Joyner,L.Joyner,Lamarcus,,JOY464866,41270,JoynLa00,8676,2980,16769,32004a4f-5946-4866-7495-d5ac553be826,1990-11-27,DB,S,,,68.0,185.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x57erxn3gxqfqdwx7of9",Florida State,Atlantic Coast Conference,29,2014,2022,NYJ,RES,U01,R/UFA,9,S,A,2014.0,2.0,41.0,LA
HAR537875,Steve Harris,Steve,Steven,Harris,,,,HAR537875,,HarrSt20,,,,32004841-5253-7875-e6fb-05b759e239b4,1962-12-12,RB,RB,,,71.0,194.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tshtrpwvpynmi4sljjvo",Northern Iowa,,0,1987,1987,MIN,ACT,,,0,,,,,,
00-0030343,Will Murphy,Will,William,Murphy,,,,MUR526391,,MurpWi00,8369,2699,2330107,32004d55-5252-6391-9e71-b0406d8f2e6a,1990-05-15,WR,WR,,,74.0,193.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vdgabgnom77duwnstzbq",Oregon,,84,2013,2014,PHI,DEV,,,1,,,,,,
00-0004497,Todd Doxzon,Todd,Todd,Doxzon,,,,DOX800920,,DoxzTo00,,,8266,3200444f-5880-0920-4431-63763407b887,1975-03-28,WR,WR,,,73.0,186.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uugqhpwuiyl8ux7wnxux",Iowa State,,17,1998,1999,MIA,CUT,,,2,,,,,,
00-0036196,Gabe Davis,Gabe,Gabriel,Davis,G.Davis,Gabe,,DAV329675,52536,DaviGa01,55410,8868,4243537,32004441-5632-9675-38f5-3e009da4e98e,1999-03-01,WR,WR,,,74.0,225.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlmgjtfct5qjtbwcjqg6",UCF,American Athletic Conference,,2020,2025,BUF,DEV,DEV,Prac Sq.; Inj,6,WR,A,2020.0,4.0,128.0,BUF
00-0021427,Bryan Pittman,Bryan,Bryan,Pittman,,,,PIT102869,,PittBr20,,,5424,32005049-5410-2869-1f8e-3f6f7a544c98,1977-01-20,SPEC,LS,,,75.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c33cxmkokpjh1uxflea9",Washington,,48,2003,2009,HOU,ACT,,,7,,,,,,
00-0029942,Marcus Burley,Marcus,Marcus,Burley,M.Burley,Marcus,,BUR347280,40394,BurlMa00,8142,2809,16131,32004255-5234-7280-d0a0-5ad0d9ab6188,1990-07-16,DB,DB,DB,CB,70.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tu68lsbpcyhdbysyzzdc",Delaware,,20,2013,2017,HOU,CUT,CUT,,5,CB,,,,,
00-0024286,Chris Gocong,Chris,Christopher,Gocong,,,,GOC474619,30885,GocoCh99,3016,6584,9657,3200474f-4347-4619-f0a2-69cf9ed9bf1c,1983-11-16,LB,LB,,,74.0,263.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ywzizqmnpho31z1y9dpg",Cal Poly (San Luis Obispo),,51,2006,2012,CLE,RES,,,7,LB,,2006.0,3.0,71.0,PHI
00-0036729,Drue Chrisman,Drue,Drue,Chrisman,D.Chrisman,Drue,,CHR063951,53934,ChriDr00,44787,9766,4040607,32004348-5206-3951-a686-c393ae1ce723,1997-06-30,SPEC,P,,,75.0,211.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ggvcxfrya89lky9aezkh",Ohio State,Big Ten Conference,4,2021,2022,CIN,ACT,CUT,Waivers/No Rec.,1,P,A,,,,
00-0016632,Greg Truitt,Greg,Gregory,Truitt,,,,TRU465653,,TruiGr20,,,7697,32005452-5546-5653-7f2e-7155d14a4d23,1965-12-08,OL,C,,,72.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbrphisxelguk4byehf4",Penn State,,59,1994,1999,CIN,RES,,,6,,,,,,
00-0019975,Jimmy Redmond,Jimmy,James,Redmond,,,,RED618660,,RedmJi00,,,4313,32005245-4461-8660-3f54-eb9fb4dd1fdb,1977-08-18,WR,WR,,,72.0,201.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rotbwcmepkht0um4v17b",McNeese State,,17,2002,2003,JAX,ACT,,,2,,,,,,
00-0015835,Deon Strother,Deon,Deonshawn,Strother,,,,STR696811,,StroDe20,,,7785,32005354-5269-6811-ac4e-f8908119ecc1,1972-04-12,RB,RB,,,71.0,213.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ttp3rcspahgg1qlno5vf",USC,,0,1994,1994,DEN,ACT,,,0,,,,,,
00-0020385,Dwight Smith,Dwight,Dwight,Smith,,,,SMI231420,26304,SmitDw20,845,,2632,3200534d-4923-1420-fa07-06350e3bff19,1978-08-13,DB,S,,,70.0,201.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/af1npgqkmkdzumib2buu",Akron,,26,2001,2008,DET,RES,,,9,,,2001.0,3.0,84.0,TB
DEB415290,Fred DeBernardi,Fred,Frank,DeBernardi,,,,DEB415290,,DeBeFr20,,,,32004445-4241-5290-70fb-3fbcd773c9ac,1949-03-02,DL,DE,,,77.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ewm8f5hzhyoyhw3tawvy",Texas-El Paso,,0,1974,1974,KC,ACT,,,1,,,,,,
MAD738296,Lynn Madsen,Lynn,Lynn,Madsen,,,,MAD738296,,MadsLy20,,,,32004d41-4473-8296-eef5-e00e716d9ae9,1960-08-08,DL,DT,,,76.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkbta8qsbrn61wocgskr",Washington,,0,1986,1986,HOU,ACT,,,1,,,1984.0,3.0,58.0,HOU
00-0000915,Martin Bayless,Martin,Martin,Bayless,,,,BAY083058,,BaylMa20,,,7031,32004241-5908-3058-40a1-45dad3333982,1962-10-11,DB,DB,,,74.0,223.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j1btpnt1rq0p05whbfsr",Bowling Green,,21,1984,1996,KC,ACT,,,13,,,1984.0,4.0,101.0,LA
HAM125845,Mike Hamby,Mike,Michael,Hamby,,,,HAM125845,,HambMi20,,,,32004841-4d12-5845-1cf8-6c03f2dc5eab,1962-11-12,DL,DE,,,76.0,270.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bzlxwdkaftsf3xbxlezg",Utah State,,0,1986,1986,BUF,ACT,,,1,,,1985.0,6.0,141.0,BUF
00-0006962,Jon Harris,Jon,Jonathan,Harris,,,,HAR450836,22354,HarrJo26,,,1222,32004841-5245-0836-8ca8-80d6e8dd9983,1974-06-09,DL,DE,,,79.0,292.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o54co9mpwu7fs1hsvqou",Virginia,,74,1997,1999,GB,ACT,,,3,,,1997.0,1.0,25.0,PHI
00-0024232,Chad Greenway,Chad,Chad,Greenway,,Chad,,GRE573953,30831,GreeCh99,2962,1761,9603,32004752-4557-3953-4eeb-cb3df36d0b0f,1983-01-12,LB,OLB,,,75.0,237.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/spdety7gpwzt3hrnoc7z",Iowa,Big Ten Conference,52,2006,2016,MIN,ACT,ACT,Active,11,LB,,2006.0,1.0,17.0,MIN
00-0033432,Jonathan Moxey,Jonathan,Jonathan,Moxey,J.Moxey,Jonathan,,MOX177981,45332,MoxeJo00,12066,5954,3042884,32004d4f-5817-7981-4f6f-f9451d271493,1995-01-14,DB,CB,,,70.0,188.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pfaodhfplfps6vahvghk",Boise State,,0,2017,2018,ARI,DEV,DEV,,1,,,,,,
00-0032899,Vadal Alexander,Vadal,Vadal,Alexander,V.Alexander,Vadal,,ALE647460,43523,AlexVa00,10868,4947,2976556,3200414c-4564-7460-5fc9-5db2be766768,1994-03-23,OL,OT,,,77.0,325.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fcow9dggikc4gishgfqx",LSU,,74,2016,2017,LV,ACT,CUT,,2,T,A,2016.0,7.0,234.0,LV
PAR394864,Rod Parker,Rod,Rodney,Parker,,,,PAR394864,,ParkRo00,,,,32005041-5239-4864-912c-a3c60726eddc,1953-07-18,WR,WR,,,73.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/se4wj0ntsjzj04hivk4m",Tennessee State,,0,1980,1981,PHI,ACT,,,2,,,1978.0,6.0,152.0,ATL
MIT740784,Tom Mitchell,Tom,Thomas,Mitchell,,,,MIT740784,,MitcTo00,,,,32004d49-5474-0784-c76d-c393e356d878,1944-08-22,TE,TE,,,74.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qq0n82srqowon8eqmdaa",Bucknell,,0,1974,1977,SF,ACT,,,11,,,,,,
00-0010560,Shane Matthews,Shane,Michael,Matthews,,,,MAT575349,,MattSh00,,,520,32004d41-5457-5349-f617-e88301c22778,1970-06-01,QB,QB,,,75.0,199.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmehfk5wltjokhhzedvn",Florida; William Rainey Harper College,,9,1993,2006,MIA,ACT,,,13,,,,,,
WIL801288,Tim Wilson,Tim,Timothy,Wilson,,,,WIL801288,,WilsTi00,,,4339828,32005749-4c80-1288-f673-f9cdac4b078b,1954-01-14,RB,RB,,,75.0,226.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v3qtcmrtmwzb2cmiaqy4",Maryland,,0,1977,1984,NO,ACT,,,8,,,1977.0,3.0,66.0,HOU
BRO140760,Larry Brooks,Larry,Larry,Brooks,,,,BRO140760,,BrooLa00,,,4361807,32004252-4f14-0760-657f-76c3e33eda18,1950-06-10,DL,DT,,,75.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uvyqqyjttur4llqyeg1c",Virginia State,,0,1974,1982,LA,ACT,,,11,,,,,,
00-0020477,Cory Bird,Cory,Cory,Bird,,,,BIR074752,26311,BirdCo20,,,2640,32004249-5207-4752-21ba-03d4369c20d5,1978-08-10,DB,S,,,70.0,213.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hkqvdafczcxhloilcbfy",Virginia Tech,,41,2001,2004,IND,ACT,,,4,,,2001.0,3.0,91.0,IND
00-0035912,Levante Bellamy,Levante,Levante,Bellamy,L.Bellamy,LeVante,,BEL649364,52814,BellLe02,45854,9289,3916721,32004245-4c64-9364-665f-3f0763a8851c,1996-11-28,RB,RB,RB,RB,70.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cp6swcvzcfe3zwpoymke",Western Michigan,Mid-American Conference,32,2020,2021,DEN,CUT,CUT,Waivers/No Rec.,2,HB,S,,,,
00-0021609,Sherrod Coates,Sherrod,Sherrod,Coates,,,,COA670396,,CoatSh20,,,4867,3200434f-4167-0396-ae33-267da1bbca10,1978-12-22,LB,LB,,,74.0,242.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sdjx22l9jlz6inuloiqr",Western Kentucky,,48,2003,2004,CLE,ACT,,,2,,,,,,
00-0002311,Jason Burns,Jason,Jason,Burns,,,,BUR517655,,BurnJa20,,,7871,32004255-5251-7655-f910-89d15ce112f9,1972-11-27,RB,RB,,,67.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mljpzvrh7lnijcd6ckog",Wisconsin,,0,1995,1995,CIN,ACT,,,0,,,,,,
00-0037070,Josh Thompson,Josh,Josh,Thompson,J.Thompson,Josh,,THO609162,54767,ThomJo07,56218,10616,4259346,32005448-4f60-9162-c107-88fbda771391,1998-10-20,DB,DB,DB,SAFETY,72.0,194.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihxwxnr2ttw5opvmmumb",Texas,Big Twelve Conference,,2022,2023,TEN,DEV,CUT,Waivers/No Rec.,2,,,,,,
MIL390592,Pat Miller,Pat,Leon,Miller,,,,MIL390592,,MillPa20,,,,32004d49-4c39-0592-ae55-ed56399603bf,1964-06-24,LB,LB,,,73.0,206.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hypeznmgtr9madpximay",Florida,,0,1987,1988,LAC,ACT,,,1,,,1986.0,5.0,131.0,SF
00-0025436,Kenny Irons,Kenny,Kenny,Irons,,,,IRO429291,32242,,,,,32004952-4f42-9291-bbc1-413e4e9ab97f,1983-09-15,RB,RB,,,71.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/podcctjc8khrep7ntzku",Auburn,,30,2007,2007,CIN,RES,,,0,,,,,,
00-0033940,Jaleel Johnson,Jaleel,Jaleel,Johnson,J.Johnson,Jaleel,,JOH321843,44922,JohnJa09,11864,5695,2979523,32004a4f-4832-1843-8fbe-91e7ad36a9fb,1994-07-12,DL,DT,DL,INTERIOR_LINE,75.0,316.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyyem0liv7khzftzcihu",Iowa,Big Ten Conference,94,2017,2023,TEN,ACT,ACT,Active,7,DI,A,2017.0,4.0,109.0,MIN
00-0012455,Don Overton,Don,Donald,Overton,,,,OVE498348,,OverDo20,,,,32004f56-4549-8348-cfb1-2697dbb60037,1967-09-24,RB,RB,,,72.0,221.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thiz2bipkhfdiqbj46ci",Fairmont State,,0,1990,1992,DET,CUT,,,2,,,,,,
00-0002873,Robert Chancey,Robert,Robert,Chancey,,,,CHA189080,,ChanRo20,,,1411,32004348-4118-9080-ecc5-0d4cd6fb6e88,1972-09-07,RB,RB,,,72.0,252.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vqwvnbizgbdyfqnonync",,,32,1997,2000,LAC,ACT,,,4,,,,,,
SMI473280,Laverne Smith,Laverne,Laverne,Smith,,,,SMI473280,,SmitLa01,,,,3200534d-4947-3280-25d0-018c7ad17baf,1954-09-12,RB,RB,,,70.0,193.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ccrjaf6fklup16plepkt",Kansas,,0,1977,1977,PIT,ACT,,,0,,,1977.0,4.0,99.0,PIT
00-0033494,Keith Kelsey,Keith,Keith,Kelsey,K.Kelsey,Keith,,KEL799721,45386,KelsKe00,12060,5846,3040065,32004b45-4c79-9721-ae04-96214fe88f78,1995-03-17,LB,LB,,,72.0,233.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ef3wakllad0gvbfjy4se",Louisville,,55,2017,2018,PIT,RES,RES,,1,,,,,,
00-0040182,Dante Trader Jr.,Dante,Dante,Trader,D.Trader,Dante,,TRA122505,58360,TradDa00,144900,12515,4431664,32005452-4112-2505-b7dc-b2db729a4dea,2003-02-13,DB,SAF,DB,SAFETY,71.0,202.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nffbi3a32ngmczzvxcz0",Maryland,Big Ten Conference,11,2025,2025,MIA,ACT,ACT,Active,0,S,A,2025.0,5.0,155.0,MIA
00-0038604,Eric Scott Jr.,Eric,Eric,Scott,E.Scott,Eric,,SCO802880,56043,ScotEr00,145430,11002,4248032,32005343-4f80-2880-345b-6aa027f6a9ea,1999-08-07,DB,CB,,,74.0,202.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eo5ri5jizuskouhtased",Southern Mississippi,Conference USA,45,2023,2025,KC,RES,RES,R/Injured,2,,,2023.0,6.0,178.0,DAL
00-0008101,Cedric Jackson,Cedric,Cedric,Jackson,,,,JAC058682,,JackCe20,,,,32004a41-4305-8682-e044-4821825c8122,1968-01-13,RB,RB,,,71.0,229.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gb6j261w58fkqqlffynh",TCU; Tyler JC,,0,1991,1991,DET,RES,,,0,,,1991.0,8.0,205.0,DET
00-0039109,Broderick Jones,Broderick,Broderick,Jones,B.Jones,Broderick,,JON119592,55878,JoneBr09,124025,10838,4428990,32004a4f-4e11-9592-d375-419b0d77efde,2001-05-16,OL,OT,OL,T,77.0,311.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vaquwulcfwqcn8vaumac",Georgia,Southeastern Conference,77,2023,2025,PIT,ACT,ACT,Active,3,T,A,2023.0,1.0,14.0,PIT
00-0039401,Khristian Boyd,Khristian,Khristian,Boyd,K.Boyd,Khristian,,BOY229168,57319,BoydKh00,88444,11807,4384595,3200424f-5922-9168-a020-723f63af0ce6,2000-02-23,DL,DT,DL,INTERIOR_LINE,74.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkztmzly7yp8zquuz1yc",Northern Iowa,Missouri Valley Football Conference,97,2024,2025,NO,ACT,ACT,Active,2,DI,A,2024.0,6.0,199.0,NO
MOO645960,Robert Moore,Robert,Robert,Moore,,,,MOO645960,,MoorRo20,,,,32004d4f-4f64-5960-caf5-674aa676eed3,1964-08-15,DB,DB,,,71.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uu8rwiut9tz4qpeeimch",Northwestern State (LA),,0,1986,1989,ATL,ACT,,,4,,,,,,
AND516579,Terry Anderson,Terry,Terry,Anderson,,,,AND516579,,AndeTe20,,,,3200414e-4451-6579-ec15-818e013e39f7,1955-01-10,WR,WR,,,69.0,182.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ynnjroh9thg4bviqnhym",Bethune-Cookman College,,0,1977,1980,SF,ACT,,,3,,,1977.0,12.0,321.0,MIA
REN341999,Gilbert Renfroe,Gilbert,Gilbert,Renfroe,,,,REN341999,,,,,,32005245-4e34-1999-f0f8-181bb3df1a7d,1963-02-18,QB,QB,,,73.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/viwfuym9wvnmizslmhud",Tennessee State,,0,1990,1990,ATL,ACT,,,1,,,,,,
00-0022405,Lousaka Polite,Lousaka,Lousaka,Polite,,,,POL116785,,PoliLo00,2152,6453,5817,3200504f-4c11-6785-5830-d01e648d6f79,1981-09-14,RB,FB,,,72.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sap0k6ihraeup9y3vd9c",Pittsburgh,,45,2004,2012,ATL,CUT,,,7,FB,,,,,
00-0024514,Ramiro Pruneda,Ramiro,Ramiro,Pruneda,,,,PRU753010,,,,,,32005052-5575-3010-b4b3-9dc1dc30344e,1983-01-25,OL,OT,,,78.0,317.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dlwbar4o3ksc4ylqsn14",Monterrey Tech,,76,2007,2008,SF,DEV,,,1,,,,,,
00-0038386,Jalen Carter,Jalen,Jalen,Carter,J.Carter,Jalen,,CAR656628,55873,CartJa05,124019,10833,4685759,32004341-5265-6628-f264-d042e762bc39,2001-04-04,DL,DT,DL,INTERIOR_LINE,75.0,314.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dxkrjv1ihimkwj9xahsz",Georgia,Southeastern Conference,98,2023,2025,PHI,ACT,ACT,Active,3,DI,A,2023.0,1.0,9.0,PHI
00-0011643,Anthony Morgan,Anthony,Anthony,Morgan,,,,MOR139837,,MorgAn00,,,6785,32004d4f-5213-9837-9ba2-7bc45004de7f,1967-11-15,WR,WR,,,73.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpzqe4kkhslnjemgyxyt",Tennessee,,84,1991,1996,GB,CUT,,,6,,,1991.0,5.0,134.0,CHI
ZEN726754,Mike Zentic,Mike,Michael,Zentic,,,,ZEN726754,,ZentMi20,,,,32005a45-4e72-6754-1a5b-f06849d0fe0e,1963-11-22,OL,C,,,75.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/girktkpyw3rxg1oniigc",Oklahoma State; NW Missouri State University,,0,1987,1987,DAL,ACT,,,0,,,,,,
00-0022389,Tom Crowder,Tom,Tom,Crowder,,,,CRO703470,,,,,,32004352-4f70-3470-c8af-c12b8156d790,1981-01-21,DB,DB,,,73.0,203.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m1yjvji71coq9p8s104a",Arkansas,,15,2004,2004,DAL,ACT,,,0,,,,,,
00-0001676,Calvin Branch,Calvin,Calvin,Branch,,,,BRA493145,22502,BranCa20,283,,1381,32004252-4149-3145-7ed9-da12cd8f2c9d,1974-05-08,DB,DB,,,71.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wirdekkstvxlrfr0uljc",Colorado State; Iowa State,,37,1997,2005,LV,ACT,,,5,,,1997.0,6.0,172.0,LV
00-0024076,Donovan Raiola,Donovan,Donovan,Raiola,,,,RAI743263,,RaioDo00,,,11196,32005241-4974-3263-f52a-2fb22e739379,1982-12-13,OL,C,,,74.0,293.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dk2fyafjlbl7206fitur",Wisconsin,,59,2007,2010,TB,CUT,,,1,,,,,,
HAR469027,Leroy Harris,Leroy,Leroy,Harris,,,,HAR469027,,HarrLe01,,,,32004841-5246-9027-d87b-3ec4811fdfca,1954-07-03,RB,RB,,,69.0,226.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a1p7v1uzvhnkenlvrt9d",Arkansas State; Fort Scott CC,,0,1977,1982,PHI,ACT,,,5,,,1977.0,5.0,123.0,MIA
00-0014184,Damien Russell,Damien,Damien,Russell,,,,RUS440891,,RussDa20,,,7393,32005255-5344-0891-e2a1-8f821ce9dad1,1970-08-20,DB,DB,,,73.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zousmcftbysbkbjaicfp",Virginia Tech,,0,1992,1993,SF,ACT,,,1,,,1992.0,6.0,151.0,SF
00-0031884,Gabe Holmes,Gabe,Gabrison,Holmes,G.Holmes,Gabe,,HOL550382,42915,HolmGa00,9980,4422,2468368,3200484f-4c55-0382-f009-6dabc6f6540c,1991-03-29,TE,TE,TE,TE,77.0,255.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xijxyhyndupwwmko56ke",Purdue,Big Ten Conference,85,2015,2018,ARI,DEV,CUT,Active,3,TE,,,,,
